Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8794,But I?m not gay. And I especially wouldn?t want you to think I was gay.,Tag,joy,positive,881,0,7,4,"00:21:11,478","00:21:16,190"
8796,I don?t think I should say.,Tag,neutral,neutral,883,0,7,4,"00:21:20,195","00:21:23,698"
8797,"Ohh, you can say. Come on, I don?t want you to feel like you can?t tell me things.",Rachel,neutral,neutral,883,1,7,4,"00:21:25,534","00:21:29,203"
8802,I?d love to ask out your friend Phoebe.,Tag,neutral,neutral,883,6,7,4,"00:21:36,295","00:21:38,671"
8808,That would be Casey. We?re going out tonight.,Joey,neutral,neutral,884,4,4,7,"00:01:49,818","00:01:52,111"
8809,"Goin? out, huh? Wow! Wow!  So things didn?t work out with Kathy, huh? Bummer.",Chandler,surprise,positive,884,5,4,7,"00:01:52,320","00:02:00,410"
8810,"No, things are fine with Kathy. I?m having a late dinner with her tonight, right after my early dinner with Casey.",Joey,neutral,neutral,884,6,4,7,"00:02:00,620","00:02:06,625"
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,anger,negative,884,8,4,7,"00:02:08,336","00:02:12,297"
8813,Wait! You?re going out with Kathy!,Chandler,surprise,negative,884,9,4,7,"00:02:14,217","00:02:16,468"
8814,Yeah. Why are you getting so upset?,Joey,surprise,negative,884,10,4,7,"00:02:17,095","00:02:21,056"
8815,"Well, I?m upset?for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,negative,884,11,4,7,"00:02:18,346","00:02:26,687"
8816,What is the big deal? It?s not like we?re exclusive.,Joey,sadness,negative,884,12,4,7,"00:02:28,898","00:02:32,484"
8817,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",Chandler,anger,negative,884,13,4,7,"00:02:32,694","00:02:37,698"
8818,"But Casey, I mean granted I only saw the back of her head, but I got this sense that she?s-she?s smart, and funny, and gets you.",Chandler,neutral,neutral,884,14,4,7,"00:02:37,866","00:02:46,081"
8819,You got all that from the back of her head?,Joey,surprise,negative,884,15,4,7,"00:02:50,086","00:02:52,379"
8820,"All right look, I think it?s time for you to settle down. Y'know? Make a choice, pick a lane.",Chandler,neutral,neutral,884,16,4,7,"00:02:52,589","00:02:56,633"
8822,Can you people not see me?!,Chandler,joy,positive,885,0,7,5,"00:14:41,171","00:14:43,590"
8825,"Oh, come on! I?ll give you ten free",Rachel,anger,negative,885,3,7,5,"0:14:49,430","0:14:52,332"
8826,One!  No ten! You said ten! You can?t take that back!,Joey,anger,negative,885,4,7,5,"00:14:54,018","00:14:56,728"
8830,We need a porn break.,Chandler,neutral,neutral,886,3,4,17,"00:13:21,509","00:13:24,010"
8831,"We spent the last two hours watching In & Out & In, Again.",Chandler,neutral,neutral,886,4,4,17,"00:13:24,178","00:13:28,139"
8833,Because then we would be the guys who turned off free porn.,Chandler,neutral,neutral,886,6,4,17,"00:13:32,144","00:13:35,021"
8838,"Oh this, well I?m glad you asked.",Phoebe,joy,positive,886,11,4,17,"00:13:41,570","00:13:44,572"
8839,"Now, don?t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,negative,886,12,4,17,"00:13:47,576","00:13:52,705"
8847,"Honey, you?re not gonna make enough money to help Frank and Alice just by selling knives.",Rachel,neutral,neutral,886,20,4,17,"00:14:09,056","00:14:12,100"
8848,"No-no, I know that, but I just have to make enough money for the second part of my plan.",Phoebe,neutral,neutral,886,21,4,17,"00:14:13,519","00:14:16,479"
8849,What?s the second part of your plan?,Chandler,neutral,neutral,886,22,4,17,"00:14:16,647","00:14:20,066"
8852,"I tired attacking two women, did not work.",Ross,neutral,neutral,887,2,6,17,"00:19:31,461","00:19:35,047"
8854,"No, I mean it?s okay, I mean, they?re-they?re my friends.",Ross,neutral,neutral,887,4,6,17,"00:19:35,632","00:19:42,305"
8855,"In fact, I-I-I was married to one of them.",Ross,anger,negative,887,5,6,17,"00:19:37,509","00:19:42,305"
8856,"Let me get this straight man, you attacked your ex-wife?!",The Instructor,anger,negative,887,6,6,17,"00:19:42,472","00:19:44,849"
8862,Maybe we could attack them together?,Ross,neutral,neutral,887,12,6,17,"00:19:55,027","00:19:57,695"
8864,"What? No! No, I?m not stopping. I?m Red Ross!",Ross,sadness,negative,888,0,4,15,"00:16:13,430","00:16:16,599"
8865,"Dude, if you go back out there, you?re gonna be Dead Ross!",Joey,anger,negative,888,1,4,15,"00:16:16,767","00:16:19,978"
8866,I don?t care! I am not quitting! I insist on finishing this game!,Ross,anger,negative,888,2,4,15,"00:16:20,145","00:16:26,567"
8867,"All right, all right, if you insist on doing this, at least let me help you.",Emily,anger,negative,888,3,4,15,"00:16:23,565","00:16:26,567"
8868,"No, God no! That is no place for a woman. Those guys will grab anything.",Ross,neutral,neutral,888,4,4,15,"00:16:26,735","00:16:30,780"
8869,No. That?s not what I?m saying. I just may know a few things that might help you inflict some pain.,Emily,neutral,neutral,888,5,4,15,"00:16:31,907","00:16:36,619"
8875,"And that big bloke with the beard, he has got a trick hip.",Emily,neutral,neutral,888,11,4,15,"00:16:46,755","00:16:50,591"
8878,"Yeah? I can use that, trick hip, no cup, okay! Okay!",Ross,joy,positive,888,14,4,15,"00:16:54,805","00:16:58,057"
8879,"And uh, Liam, Liam?s got bad knees. You hit him right and he?ll go down like a lamp.",Emily,neutral,neutral,888,15,4,15,"00:16:58,267","00:17:03,187"
8881,I don?t care! You just get him!,Emily,anger,negative,888,17,4,15,"00:17:05,232","00:17:08,276"
8882,"I?m gonna go get him! Okay, I am going back in!",Ross,joy,positive,888,18,4,15,"00:17:08,444","00:17:11,487"
8887,"Oh, I know. I could only think of two names, him and Ed Begley Jr. and then I remembered he?s gay.",Phoebe,neutral,neutral,889,3,8,1,"00:03:08,271","00:03:15,819"
8888,Ed Begley Jr. is not gay.,Rachel,neutral,neutral,889,4,8,1,"0:03:16,321","0:03:18,532"
8893,"Yes, this Russell, Ross?s divorce lawyer, just tell him that since I haven?t heard from him, I assume he?s decided to give the marriage a try.",Russell,neutral,neutral,890,3,6,4,"00:19:23,203","00:19:31,127"
8894,Ross got married again?Nooooooo!!!!!!!!!,Rachel,surprise,negative,890,4,6,4,"00:19:28,125","00:19:31,127"
8895,"Oh-oh! Okay, she?s kicking!",Rachel,joy,positive,891,0,8,16,"00:02:20,974","00:02:23,892"
8896,Oh!  She?s growing inside you.,Chandler,neutral,neutral,891,1,8,16,"00:02:24,811","00:02:27,354"
8900,I think that?s the youngest girl ever to reject me.,Chandler,joy,positive,891,5,8,16,"0:02:29,858","0:02:33,425"
8902,"Sure, I can hang out ?til I have to meet ya.  What uh?How come you?re not going?",Joey,neutral,neutral,892,0,8,21,"00:03:46,185","00:03:53,817"
8903,I have a job interview I have to get ready for.,Chandler,neutral,neutral,892,1,8,21,"00:03:50,105","00:03:53,817"
8905,And people say you don?t pay attention.,Chandler,neutral,neutral,892,3,8,21,"0:03:55,152","0:03:59,031"
8906,"No, this is a much better job.",Chandler,neutral,neutral,892,4,8,21,"00:03:59,114","00:04:02,076"
8907,It?s vice-president of a company that does data reconfiguration and statistical factoring for other companies.,Chandler,neutral,neutral,892,5,8,21,"00:04:02,243","00:04:06,580"
8909,That?s what I do now.,Chandler,neutral,neutral,892,7,8,21,"0:04:10,838","0:04:13,467"
8912,Remember that guy that gave me a bad review? Well?  I?m getting my revenge!,Monica,anger,negative,892,10,8,21,"00:04:17,091","00:04:23,264"
8915,"He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.",Monica,neutral,neutral,892,13,8,21,"00:04:26,350","00:04:33,816"
8916,"Oh, I cannot wait to read the front page of the Post tomorrow!",Monica,joy,positive,892,14,8,21,"00:04:33,983","00:04:37,194"
8917,"""Restaurant reviewer admits: I was wrong about Monica.""",Monica,joy,positive,892,15,8,21,"00:04:37,361","00:04:42,199"
8918,"The front page? You really do live in your own little world, don?t ya?",Chandler,sadness,negative,892,16,8,21,"00:04:42,366","00:04:47,329"
8919,"So, did you uh, find anyone to marry you guys yet?",Joey,neutral,neutral,893,0,7,16,"00:04:52,083","00:04:54,501"
8920,"No, but Horny for Monica Minister called, wanting to know if we were still together.",Chandler,disgust,negative,893,1,7,16,"00:04:54,752","00:05:01,216"
8930,"I won?t spit, and I won?t stare at Monica?s breasts!",Joey,anger,negative,893,9,7,16,"00:05:11,269","00:05:14,813"
8932,Everyone knows I?m an ass man!,Joey,joy,positive,893,10,7,16,"00:05:15,565","00:05:18,275"
8934,"Yeah and the most important thing is that it won?t be some like, stranger up there who barely knows you.",Joey,joy,positive,893,12,7,16,"00:05:19,736","00:05:25,574"
8936,And I swear I?ll do a really good job.,Joey,joy,positive,893,14,7,16,"0:05:26,714","0:05:29,434"
8937,"Plus, y?know I love you guys and-and it would really mean a lot to me.",Joey,joy,positive,893,15,7,16,"00:05:29,579","00:05:33,040"
8940,So I can do it?,Joey,joy,positive,893,17,7,16,"00:05:36,544","00:05:38,795"
8942,I still can?t believe they took away my key. You trust me with yours.,Joey,fear,negative,895,0,8,3,"00:07:33,494","00:07:36,955"
8943,Of course I do! And I?m gonna give it back to you as soon as they?re done with it at the key shining place.,Phoebe,neutral,neutral,895,1,8,3,"00:07:37,165","00:07:46,798"
8944,What the hell is that?,Joey,anger,negative,895,2,8,3,"00:07:47,091","00:07:49,676"
8945,"Whoa! Whoa! Whoa! Treeger, what are you doing?",Joey,surprise,negative,895,3,8,3,"0:07:50,553","0:07:52,985"
8948,"Because by the time I find it on this thing , the whole place might have exploded.",Mr. Treeger,neutral,neutral,895,6,8,3,"0:07:55,981","0:07:59,528"
8949,"If that happens at another building that I manage, people are gonna start asking questions.",Mr. Treeger,neutral,neutral,895,7,8,3,"00:07:59,729","00:08:03,523"
8952,Oh! We could have done that.,Phoebe,neutral,neutral,895,10,8,3,"00:08:08,196","00:08:11,031"
8953,"Luckily, the guy she settled for can?t hear what you?re talking about.",Chandler,neutral,neutral,896,0,8,16,"00:03:48,561","00:03:53,148"
8956,"I but?y?know I?m gonna go out with him again, I?ll find out more.",Phoebe,neutral,neutral,896,3,8,16,"00:03:56,402","00:03:59,321"
8957,You believe that this guy is destined for someone else and you?re still gonna date him?,Chandler,surprise,negative,896,4,8,16,"00:03:59,530","00:04:02,291"
8958,"Well, he may not be my soul mate, but a girl?s gotta eat.",Phoebe,neutral,neutral,896,5,8,16,"00:04:02,700","00:04:05,953"
8961,"Oh, but it?s made her so happy.",Monica,anger,negative,897,0,4,2,"00:11:21,055","00:11:25,058"
8962,Little girl misses her cat.,Ross,neutral,neutral,897,1,4,2,"00:11:25,726","00:11:28,103"
8963,Crazy lady thinks her mother is in a cat.,Ross,sadness,negative,897,2,4,2,"00:11:28,270","00:11:32,190"
8964,"Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.",Ross,neutral,neutral,897,3,4,2,"00:11:35,695","00:11:38,613"
8968,"He is right, isn?t he?",Monica,joy,positive,897,7,4,2,"00:11:46,622","00:11:48,832"
8969,"Y'know what, I think this might be one of the times he?s wrong.",Chandler,neutral,neutral,897,8,4,2,"00:11:46,622","00:11:50,875"
8974,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",Joey,joy,positive,898,2,1,24,"00:18:26,855","00:18:32,026"
8975,"Really? So, you're gonna stick with this 'it's all for her' thing?",Chandler,neutral,neutral,898,3,1,24,"00:18:32,236","00:18:34,862"
8976,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",Joey,disgust,negative,898,4,1,24,"00:18:35,072","00:18:41,452"
8978,Y'know those are a delicacy in India.,Monica,neutral,neutral,899,1,4,21,"00:06:39,892","00:06:42,359"
8981,"So that?s dumb what I said, don?t tell him I said that.",Phoebe,neutral,neutral,900,2,3,15,"00:03:52,065","00:03:55,317"
8982,"Umm, you make something up.",Phoebe,neutral,neutral,900,3,3,15,"00:03:55,485","00:03:57,903"
8986,Your eyes are very pretty.,Mischa,joy,positive,900,7,3,15,"00:04:22,512","00:04:25,138"
8987,"Thank you, very much! Oh!  Thank you!",Phoebe,joy,positive,900,8,3,15,"00:04:26,057","00:04:28,350"
8992,Well the moment?s over.,Phoebe,neutral,neutral,900,13,3,15,"00:04:53,668","00:04:56,378"
8995,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",Chandler,anger,negative,901,0,3,8,"00:06:36,145","00:06:42,401"
8997,"Janice?s birthday is coming up, I want to get her something speacial. Come in here with me.",Chandler,neutral,neutral,901,2,3,8,"00:06:45,905","00:06:53,203"
8998,"Whoa, whoa, whoa, wait, whoa.",Joey,surprise,negative,901,3,3,8,"00:06:50,410","00:06:53,203"
8999,"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",Joey,anger,negative,901,4,3,8,"00:06:57,834","00:07:00,585"
9000,"That?s a good idea, ?Dear Janice have a Hubba-Bubba birthday?. I would like to get her something serious.",Chandler,disgust,negative,901,5,3,8,"00:07:01,295","00:07:08,343"
9001,"Oh, you want something serious.",Joey,neutral,neutral,901,6,3,8,"00:07:08,511","00:07:11,096"
9002,"Y'know what you should do, you should get her one of those um, barium enemas.",Joey,neutral,neutral,901,7,3,8,"00:07:11,264","00:07:16,226"
9004,"All right. Look, I?m gonna go in here, and you don?t buy me anything ever.",Chandler,anger,negative,901,9,3,8,"00:07:20,440","00:07:25,110"
9005,"No, no, you can?t, you can?t, okay, you can?t, you can?t buy her pearls, you just can?t, you can?t, you can?t.",Joey,fear,negative,901,10,3,8,"00:07:25,278","00:07:32,451"
9007,"Oh God. Uh, okay, here?s the thing, this is the thing, okay, the thing is...",Joey,neutral,neutral,901,12,3,8,"00:07:33,995","00:07:41,668"
9009,"Okay. I went down to the ?Mattress King? showroom and, and I saw Janice, kissing her ex-husband.",Joey,sadness,negative,901,14,3,8,"00:07:44,714","00:07:51,011"
9012,"Well she, she wouldn?t do that, she?s with, she?s with me.",Chandler,sadness,negative,901,17,3,8,"00:07:59,270","00:08:02,314"
9014,I?m telling you it?s like watching Bambi learn how to walk.,Rachel,anger,negative,902,0,7,14,"00:13:57,253","00:14:01,172"
9015,You?re drunk! Mom and dad are gonna be maaaaadd! Maybe I?m a little drunk.,Ross,surprise,positive,902,1,7,14,"00:14:02,758","00:14:12,183"
9017,Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,Joey,joy,positive,902,2,7,14,"00:14:13,936","00:14:20,149"
9020,I really wish that you wouldn?t.,Ross,anger,negative,902,5,7,14,"00:14:35,457","00:14:38,293"
9021,"Now all you have to do is just get through a little bit more, okay?",Chandler,neutral,neutral,902,6,7,14,"00:14:40,004","00:14:43,298"
9023,Just smile and don?t talk to,Chandler,neutral,neutral,902,8,7,14,"0:14:45,467","0:14:49,610"
9024,Speech! Speech! Let?s hear from the birthday girl! Huh?,Phoebe,joy,positive,902,9,7,14,"00:14:49,722","00:14:53,516"
9026,Don?t you see? Everyone?s looking at me! The plan?s working! I didn?t even have to take off my top yet!,Phoebe,joy,positive,902,11,7,14,"00:14:55,811","00:15:03,651"
9030,"Hey Chandler, you can?t keep your hands off her for one second!",Mr. Geller,anger,negative,902,15,7,14,"00:15:09,700","00:15:12,994"
9032,Well you have to because maybe it?s stupid.,Rachel,neutral,neutral,903,0,7,17,"00:15:46,403","00:15:49,989"
9033,Well it?s just while Monica and I were dancing to them it was?the first time I knew that?you were the woman I wanted to dance all my dances with.,Chandler,joy,positive,903,1,7,17,"00:15:51,617","00:16:04,337"
9036,The super couldn?t figure out what it did.,Monica,neutral,neutral,904,1,4,15,"0:21:20,585","0:21:23,003"
9037,A $200 an hour electrician couldn?t figure out what it did.,Monica,sadness,negative,904,2,4,15,"00:21:23,115","00:21:27,159"
9038,I?ve had seven pretty serious shocks.,Monica,sadness,negative,904,3,4,15,"00:21:27,327","00:21:30,538"
9041,"I guess Joey was right, it does nothing.",Monica,joy,positive,904,6,4,15,"00:21:35,377","00:21:39,839"
9042,See? I?m doing it. I am totally doing it.  I lost it.,Phoebe,anger,negative,904,7,4,15,"00:21:44,761","00:22:02,737"
9043,Are there no conscious men in the city for you two?,Chandler,sadness,negative,905,0,1,11,"00:02:36,823","00:02:39,783"
9045,"Yeah, we-we feel kinda responsible.",Phoebe,anger,negative,905,2,1,11,"0:02:42,037","0:02:44,274"
9046,I can't believe you said woowoo. I don't even say woowoo.,Joey,disgust,negative,905,3,1,11,"00:02:44,956","00:02:49,585"
9048,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",Jay Leno,neutral,neutral,905,5,1,11,"00:02:51,629","00:02:58,677"
